subjectIx,blockIx,trialIx,trial,trial_alt,r,t_d,t_d_alt,RT_trial,RT_diff_trial
0,1,142,SL,SAS,NOC,0.366,intermediate,0.4484421679517254,0
0,1,143,SR,SAS,NOC,0.466,long,1.1325585904414766,NaN
0,1,144,SL,SAS,RR,0.166,short,0.6678824513219297,NaN
0,1,145,NS,NS,RR,NaN,NA,0.44504103623330593,NaN
0,1,146,NS,NS,RB,NaN,NA,0.5653577146586031,0
0,1,147,SR,SAS,NOC,0.266,short,1.0678988718427718,NaN
0,1,148,NS,NS,RB,NaN,NA,0.47845477773807943,0
0,1,149,SL,SAS,RR,0.066,short,1.1759650761960074,NaN
0,1,50,NS,NS,RB,NaN,NA,0.6877838259097189,0.01563642849214375
0,1,51,NS,NS,RB,NaN,NA,0.3657798571512103,0.015525617403909564
0,1,52,NS,NS,RB,NaN,NA,0.5796503303572536,0.015647034160792828
0,1,53,SL,SAS,NOC,0.466,long,0.5907800766290165,0.015644108527339995
0,1,54,SL,SAS,RR,0.066,short,0.6509440842783079,NaN
0,1,55,NS,NS,RB,NaN,NA,0.537245349958539,0
0,1,56,SR,SAS,NOC,0.366,intermediate,0.43921815254725516,0
0,1,57,SL,SAS,RR,0.166,short,0.746839540079236,NaN
0,1,58,NS,NS,RB,NaN,NA,0.8514338473323733,0
0,1,59,SL,SAS,RB,0.066,short,0.690967358299531,0.21838556695729494
0,1,60,SR,SAS,NR,0.266,short,NaN,NaN
0,1,61,NS,NS,RB,NaN,NA,0.6041990037774667,0
0,1,62,NS,NS,RB,NaN,NA,0.6173968575894833,0.10917559498921037
0,1,63,SR,SAS,NOC,0.466,long,0.4646853144513443,0
0,1,64,SL,SAS,RR,0.266,short,1.1623184925410897,NaN
0,1,65,NS,NS,RB,NaN,NA,0.8146142199402675,0
0,1,66,NS,NS,RB,NaN,NA,0.6229110794374719,0
0,1,67,NS,NS,RB,NaN,NA,0.4780886989319697,0
0,1,68,NS,NS,RB,NaN,NA,0.49695985967991874,0.01558961730916053
0,1,69,NS,NS,RB,NaN,NA,0.4067388081457466,0
0,1,70,SL,SAS,NOC,0.466,long,0.4590277331881225,0
0,1,71,NS,NS,RB,NaN,NA,0.7275604264577851,0.015595102915540338
0,1,72,SR,SAS,RL,0.066,short,0.886898141936399,NaN
0,1,73,NS,NS,RB,NaN,NA,0.5705190233420581,0
0,1,74,NS,NS,RB,NaN,NA,0.3944497514748946,0
0,1,75,NS,NS,RB,NaN,NA,0.6394113221904263,0
0,1,76,SL,SAS,NOC,0.266,short,0.4010322211543098,0
0,1,77,SL,SAS,RR,0.366,intermediate,1.1141533482586965,NaN
0,1,78,NS,NS,RB,NaN,NA,0.737524462165311,0.01560863433405757
0,1,79,NS,NS,RB,NaN,NA,0.4366556010209024,0.01553841750137508
0,1,80,NS,NS,RB,NaN,NA,0.4711386875715107,0
0,1,81,SR,SAS,NOC,0.166,short,0.3574999301927164,0
0,1,82,NS,NS,RB,NaN,NA,0.5169157254276797,0.015582303050905466
0,1,83,SR,SAS,RL,0.066,short,0.5981779036810622,NaN
0,1,84,SR,SAS,NOC,0.466,long,0.5625113695859909,0
0,1,85,NS,NS,RB,NaN,NA,0.6516180935432203,0.24957723577972502
0,1,86,NS,NS,RB,NaN,NA,0.6627588110277429,0
0,1,87,SL,SAS,RR,0.166,short,0.9646889716386795,NaN
0,1,88,NS,NS,RB,NaN,NA,0.6326178360031918,0
0,1,89,NS,NS,RB,NaN,NA,0.5345628444338217,0
0,1,90,NS,NS,RBO,NaN,NA,0.8030682922108099,0.04674617759883404
0,1,91,SL,SAS,RR,0.366,intermediate,1.134018882876262,NaN
0,1,92,SL,SAS,NOC,0.066,short,0.7941752471961081,NaN
0,1,93,NS,NS,RB,NaN,NA,0.8130972420331091,0
0,1,94,SR,SAS,RR,0.166,short,0.9958192005287856,NaN
0,1,95,SR,SAS,RL,0.166,short,0.8610275984974578,NaN
0,1,96,SR,SAS,NOC,0.366,intermediate,0.5054959687986411,0.01559473725501448
0,1,97,SL,SAS,RR,0.166,short,0.8988306283717975,NaN
0,1,98,SR,SAS,RL,0.266,short,0.972356146434322,NaN
0,1,99,NS,NS,RB,NaN,NA,0.7495026628021151,0
0,1,100,NS,NS,RB,NaN,NA,0.7137871232116595,0
0,1,101,NS,NS,RB,NaN,NA,0.5923744027968496,0.015647399937734008
0,1,102,NS,NS,RB,NaN,NA,0.36173817911185324,0
0,1,103,NS,NS,RB,NaN,NA,0.49206186435185373,0
0,1,104,NS,NS,RB,NaN,NA,0.3628078898182139,0
0,1,105,NS,NS,RB,NaN,NA,0.5922965058125556,0
0,1,106,NS,NS,RB,NaN,NA,0.4786325142486021,0
0,1,107,NS,NS,RB,NaN,NA,0.5054721974302083,0
0,1,108,NS,NS,RB,NaN,NA,0.415082186285872,0.015591811505146325
0,1,109,NS,NS,RB,NaN,NA,0.3716223065275699,0
0,1,110,NS,NS,RB,NaN,NA,0.3282008266542107,0.015479171881452203
0,1,111,NS,NS,RB,NaN,NA,0.6223347155610099,0
0,1,112,NS,NS,RB,NaN,NA,0.5944192875176668,0.015589251648634672
0,1,113,NS,NS,RB,NaN,NA,0.6523692681221291,0.015528908930718899
0,1,114,SR,SAS,RL,0.366,intermediate,0.9832854819251224,NaN
0,1,115,SR,SAS,RL,0.166,short,0.8228764098603278,NaN
0,1,116,NS,NS,RB,NaN,NA,0.5532028746092692,0
0,1,117,SR,SAS,RL,0.066,short,0.8450953081483021,NaN
0,1,118,NS,NS,RB,NaN,NA,0.5208162382477894,0.015592908719554543
0,1,119,NS,NS,RB,NaN,NA,0.43276423105271533,0.015530737466178834
0,1,120,NS,NS,RB,NaN,NA,0.4204285457963124,0
0,1,121,NS,NS,RB,NaN,NA,0.45504767762031406,0.015624725725501776
0,1,122,SL,SAS,NOC,0.266,short,0.9886952925589867,NaN
0,1,123,NS,NS,RB,NaN,NA,0.5162749961018562,0
0,1,124,SL,SAS,RR,0.266,short,0.9642241502879187,NaN
0,1,125,NS,NS,RB,NaN,NA,0.7569771067937836,0
0,1,126,NS,NS,RB,NaN,NA,0.45607569708954543,0
0,1,127,SR,SAS,NOC,0.466,long,0.47727389028295875,0
0,1,128,SL,SAS,RR,0.366,intermediate,1.0967900225659832,NaN
0,1,129,NS,NS,RB,NaN,NA,0.772495592769701,0.015619971440173686
0,1,130,NS,NS,RB,NaN,NA,0.5184039947926067,0.015644108527339995
0,1,131,SL,SAS,NOC,0.466,long,0.3813616116531193,0
0,1,132,SR,SAS,RL,0.066,short,0.7668714741012082,NaN
0,1,133,SR,SAS,RL,0.366,intermediate,1.0120371128432453,NaN
0,1,134,NS,NS,RB,NaN,NA,0.8748985471320339,0.015673365560360253
0,1,135,NS,NS,RB,NaN,NA,0.6699022847460583,0
0,1,136,NS,NS,RB,NaN,NA,0.5250137102557346,0
0,1,137,SR,SAS,NOC,0.266,short,0.5439510649885051,0.015596200129948556
0,1,138,SL,SAS,RB,0.466,long,0.6096762886736542,0
0,1,139,NS,NS,RB,NaN,NA,0.6676052409457043,0
0,1,140,NS,NS,RB,NaN,NA,0.5695473236264661,0
0,1,141,NS,NS,RB,NaN,NA,0.518319332273677,0
0,1,142,SL,SAS,RR,0.366,intermediate,1.0130055211484432,NaN
0,1,143,SR,SAS,NOC,0.466,long,1.1043323062476702,NaN
0,1,144,SL,SAS,RR,0.166,short,0.6864738416625187,NaN
0,1,145,NS,NS,RB,NaN,NA,0.8068746338831261,0
0,1,146,NS,NS,RB,NaN,NA,0.5605398103944026,0.015596200129948556
0,1,147,SR,SAS,RL,0.266,short,0.8914838182972744,NaN
0,1,148,NS,NS,RB,NaN,NA,0.6919973891926929,0.015595102915540338
0,1,149,SL,SAS,RR,0.066,short,0.8357469502370805,NaN
0,2,150,NS,NS,NOC,NaN,NA,0.9453429323621094,NaN
0,2,151,NS,NS,RB,NaN,NA,0.436102642910555,0
0,2,152,NS,NS,RB,NaN,NA,0.5408384810434654,0
0,2,153,NS,NS,RB,NaN,NA,0.4817617383087054,0.015671171247959137
0,2,154,NS,NS,RB,NaN,NA,0.38589096814393997,0
0,2,155,SB,SSS,NR,0.166,short,NaN,NaN
0,2,156,NS,NS,RB,NaN,NA,0.5797894841525704,0
0,2,157,NS,NS,RB,NaN,NA,0.6065040933899581,0
0,2,158,NS,NS,RB,NaN,NA,0.5006639846251346,0.015562188695184886
0,2,159,SB,SSS,RB,0.366,intermediate,0.41823042742908,0.015552680240944028
0,2,160,SB,SSS,RB,0.466,long,0.5384924316313118,0.015597662888467312
0,2,161,IG,IG,NR,0.366,intermediate,NaN,NaN
0,2,162,IG,IG,RB,0.466,long,0.5239849592326209,0.015613754279911518
0,2,163,NS,NS,RB,NaN,NA,0.698898212169297,0
0,2,164,IG,IG,RB,0.366,intermediate,0.5775079831364565,0.015725296805612743
0,2,165,SB,SSS,RB,0.266,short,1.1580067353788763,0
0,2,166,NS,NS,RB,NaN,NA,0.7166945420904085,0
0,2,167,NS,NS,RB,NaN,NA,0.821423431742005,0
0,2,168,SB,SSS,RB,0.266,short,0.8871729752863757,0.01554317178670317
0,2,169,NS,NS,RB,NaN,NA,0.5161356595344841,0
0,2,170,IG,IG,RB,0.266,short,0.8024264656705782,0
0,2,171,NS,NS,RB,NaN,NA,0.6653632368543185,0.015592908603139222
0,2,172,NS,NS,RB,NaN,NA,0.5751134767197073,0
0,2,173,NS,NS,RB,NaN,NA,0.7578507952857763,0
0,2,174,NS,NS,RB,NaN,NA,0.36340619646944106,0
0,2,175,NS,NS,RB,NaN,NA,0.45250962884165347,0
0,2,176,SB,SSS,RB,0.266,short,0.4324645291781053,0
0,2,177,NS,NS,RB,NaN,NA,0.5917909075506032,0.015625822823494673
0,2,178,IG,IG,RB,0.166,short,1.0730852319393307,0.031194594455882907
0,2,179,SB,SSS,NR,0.066,short,NaN,NaN
0,2,180,IG,IG,RB,0.266,short,0.8223689829465002,0.01563679426908493
0,2,181,IG,IG,RB,0.466,long,0.8100918119307607,0
0,2,182,NS,NS,RB,NaN,NA,1.0240229933988303,0
0,2,183,NS,NS,RB,NaN,NA,0.5671771371271461,0
0,2,184,NS,NS,RB,NaN,NA,0.5938869920792058,0
0,2,185,NS,NS,RB,NaN,NA,0.558247520821169,0
0,2,186,NS,NS,RB,NaN,NA,0.6417637717095204,0.03117009170819074
0,2,187,NS,NS,RB,NaN,NA,0.5359095829771832,0.015564383007586002
0,2,188,NS,NS,RB,NaN,NA,0.5158630202640779,0.0155183031456545
0,2,189,IG,IG,RB,0.366,intermediate,0.4724477575509809,0.031366113922558725
0,2,190,NS,NS,RB,NaN,NA,0.5147419268032536,0
0,2,191,NS,NS,RB,NaN,NA,0.6350143539020792,0
0,2,192,NS,NS,RB,NaN,NA,0.59935586550273,0
0,2,193,IG,IG,RB,0.166,short,0.36870720761362463,0.01564227999188006
0,2,194,NS,NS,RB,NaN,NA,0.5692364674760029,0
0,2,195,NS,NS,RB,NaN,NA,0.5023859445936978,0
0,2,196,SB,SSS,RB,0.366,intermediate,0.4432925620349124,0.015520863234996796
0,2,197,NS,NS,RB,NaN,NA,0.5558166259434074,0
0,2,198,IG,IG,RB,0.466,long,0.5747695235768333,0.015583400148898363
0,2,199,IG,IG,RB,0.366,intermediate,0.8042974537820555,0.015593274380080402
0,2,200,SB,SSS,NR,0.466,long,NaN,NaN
0,2,201,NS,NS,RB,NaN,NA,0.49115306744351983,0
0,2,202,NS,NS,RB,NaN,NA,0.6270758199971169,0
0,2,203,IG,IG,RB,0.066,short,0.6326679387129843,0
0,2,204,NS,NS,RB,NaN,NA,0.612598336301744,0
0,2,205,SB,SSS,RB,0.466,long,0.42085460165981203,0
0,2,206,NS,NS,RB,NaN,NA,0.712860771920532,0
0,2,207,NS,NS,RB,NaN,NA,0.7629342071013525,0.015571331605315208
0,2,208,NS,NS,RB,NaN,NA,0.6649278554250486,0.015590348630212247
0,2,209,IG,IG,RB,0.166,short,0.8242112626321614,0
0,2,210,SB,SSS,NR,0.366,intermediate,NaN,NaN
0,2,211,NS,NS,RB,NaN,NA,0.42753544822335243,0.015520863234996796
0,2,212,NS,NS,RB,NaN,NA,0.6648152157431468,0
0,2,213,SB,SSS,NR,0.166,short,NaN,NaN
0,2,214,NS,NS,RB,NaN,NA,0.6636994251748547,0.01565178856253624
0,2,215,NS,NS,RB,NaN,NA,0.6046159168472514,0
0,2,216,NS,NS,RB,NaN,NA,0.6547440260765143,0.015597297227941453
0,2,217,IG,IG,RB,0.066,short,0.7204668725607917,0
0,2,218,IG,IG,RB,0.066,short,0.6146441351738758,0.015590348630212247
0,2,219,NS,NS,RB,NaN,NA,0.5811733425362036,0
0,2,220,SB,SSS,NR,0.066,short,NaN,NaN
0,2,221,NS,NS,RB,NaN,NA,0.502068140078336,0.015542805893346667
0,2,222,NS,NS,RB,NaN,NA,0.653562224295456,0.01564666850026697
0,2,223,NS,NS,RB,NaN,NA,0.4541246178559959,0
0,2,224,NS,NS,RB,NaN,NA,0.4886088014463894,0.015596200129948556
0,2,225,NS,NS,RB,NaN,NA,0.5387495278846473,0
0,2,226,SB,SSS,RB,0.266,short,0.44288076914381236,0.01560863433405757
0,2,227,IG,IG,RB,0.266,short,0.7582439369289204,0
0,2,228,NS,NS,RB,NaN,NA,0.5275470046908595,0.01559473725501448
0,2,229,NS,NS,RB,NaN,NA,0.5230851222295314,0.01563094276934862
0,2,230,IG,IG,RB,0.066,short,0.8305340760271065,0.015600588754750788
0,2,231,NS,NS,RB,NaN,NA,0.6155949892126955,0.031300651258789
0,2,232,NS,NS,RB,NaN,NA,0.681267733045388,0.015594371478073299
0,2,233,SB,SSS,NR,0.166,short,NaN,NaN
0,2,234,NS,NS,RB,NaN,NA,0.5865346962818876,0
0,2,235,IG,IG,RB,0.166,short,0.56867454934399575,0.015589982969686389
0,2,236,NS,NS,RB,NaN,NA,0.657853867218364,0.01559473725501448
0,2,237,SB,SSS,RB,0.366,intermediate,0.5207590041682124,0
0,2,238,SB,SSS,RB,0.466,long,0.4616892100311816,0.015631674323230982
0,2,239,NS,NS,RB,NaN,NA,0.6054087827214971,0
0,2,240,SB,SSS,NR,0.166,short,NaN,NaN
0,2,241,NS,NS,RB,NaN,NA,0.6276847323169932,0
0,2,242,SB,SSS,NR,0.066,short,NaN,NaN
0,2,243,NS,NS,RB,NaN,NA,0.6053405772545375,0.01558925153221935
0,2,244,IG,IG,RB,0.266,short,0.8114486074773595,0
0,2,245,SB,SSS,NR,0.066,short,NaN,NaN
0,2,246,NS,NS,RB,NaN,NA,0.6075301015516743,0.015596565790474415
0,2,247,IG,IG,RB,0.466,long,0.517266261507757,0.03119349735789001
0,2,248,NS,NS,RB,NaN,NA,0.7468464886769652,0
0,2,249,NS,NS,RB,NaN,NA,0.6097823454765603,0.015555240213871002
0,3,250,SR,SAS,RLO,0.266,short,1.1713274685898796,NaN
0,3,251,NS,NS,RB,NaN,NA,0.7557033280609176,0
0,3,252,NS,NS,RB,NaN,NA,0.642040433594957,0
0,3,253,NS,NS,RB,NaN,NA,0.5907890365924686,0
0,3,254,SB,SSS,NR,0.066,short,NaN,NaN
0,3,255,SL,SAS,RR,0.066,short,0.7634231655392796,NaN
0,3,256,NS,NS,RB,NaN,NA,0.6186143163358793,0
0,3,257,NS,NS,RB,NaN,NA,0.45805932488292456,0
0,3,258,NS,NS,RB,NaN,NA,0.4225266417488456,0
0,3,259,NS,NS,RB,NaN,NA,0.5428155258996412,0
0,3,260,SR,SAS,RL,0.366,intermediate,0.9439171999692917,NaN
0,3,261,SB,SSS,NR,0.266,short,NaN,NaN
0,3,262,SL,SAS,RR,0.166,short,0.7733731213957071,NaN
0,3,263,SL,SAS,RR,0.366,intermediate,0.8938309649238363,NaN
0,3,264,NS,NS,RB,NaN,NA,0.7488385278265923,0
0,3,265,NS,NS,RB,NaN,NA,0.5182520410162397,0.015523057547397912
0,3,266,NS,NS,RB,NaN,NA,0.5526963620213792,0
0,3,267,SL,SAS,NOC,0.366,intermediate,0.5794204797130078,0
0,3,268,NS,NS,RB,NaN,NA,0.5750140027375892,0
0,3,269,NS,NS,RB,NaN,NA,0.835692459018901,0
0,3,270,NS,NS,RB,NaN,NA,0.5916341996053234,0
0,3,271,IG,IG,NR,0.266,short,NaN,NaN
0,3,272,NS,NS,RB,NaN,NA,0.5047115142224357,0
0,3,273,NS,NS,RB,NaN,NA,0.4690716771874577,0
0,3,274,NS,NS,RB,NaN,NA,0.5894465037854388,0
0,3,275,NS,NS,RB,NaN,NA,0.8345759370131418,0
0,3,276,NS,NS,RB,NaN,NA,0.6272616022033617,0
0,3,277,NS,NS,RB,NaN,NA,0.7553626663866453,0.015590714407153428
0,3,278,SR,SAS,NOC,0.466,long,0.558131224126555,0.015689822612330317
0,3,279,NS,NS,RB,NaN,NA,0.5458322931081057,0
0,3,280,NS,NS,RB,NaN,NA,0.5881613881792873,0
0,3,281,SR,SAS,RL,0.366,intermediate,1.0828793939435855,NaN
0,3,282,SR,SAS,RL,0.266,short,0.7508462925907224,NaN
0,3,283,IG,IG,RB,0.366,intermediate,0.9647489485796541,0
0,3,284,NS,NS,RB,NaN,NA,0.554705589544028,0
0,3,285,NS,NS,RB,NaN,NA,0.6281956334132701,0
0,3,286,SR,SAS,RL,0.166,short,1.070595823111944,NaN
