subjectIx,blockIx,trialIx,trial,trial_alt,r,t_d,t_d_alt,RT_trial,RT_diff_trial
18,3,300,SR,SAS,RL,0.266,short,0.9053933096583933,NaN
18,3,301,IG,IG,RB,0.266,short,0.75397190899821,0.10917524492833763
18,3,302,SR,SAS,RL,0.066,short,0.665155622700695,NaN
18,3,303,SR,SAS,RB,0.466,long,0.5762122574669775,0.01560382969910279
18,3,304,NS,NS,RB,NaN,NA,0.5262461025267839,0.01564807875547558
18,3,305,NS,NS,RB,NaN,NA,0.4528880994184874,0
18,3,306,IG,IG,NOC,0.066,short,0.6369715275941417,0
18,3,307,SL,SAS,RB,0.366,intermediate,0.5558501904015429,0.031184986350126565
18,3,308,NS,NS,RB,NaN,NA,0.5370929748169146,0
18,3,309,SL,SAS,RB,0.366,intermediate,0.5262014877807815,0.015567625930998474
18,3,310,NS,NS,RB,NaN,NA,0.6312153092003427,0.015560677740722895
18,3,311,SL,SAS,RR,0.266,short,0.6838514015544206,NaN
18,3,312,IG,IG,RB,0.066,short,0.5870399307459593,0
18,3,313,NS,NS,RB,NaN,NA,0.5448989123106003,0.015518988482654095
18,3,314,IG,IG,RB,0.166,short,0.7133951498544775,0.015577133977785707
18,3,315,NS,NS,RB,NaN,NA,0.6322878919309005,0.015639667748473585
18,3,316,SL,SAS,RR,0.266,short,0.777399412356317,NaN
18,3,317,NS,NS,RB,NaN,NA,0.4855345848482102,0.015670386143028736
18,3,318,NS,NS,RB,NaN,NA,0.42789505678229034,0
18,3,319,NS,NS,RB,NaN,NA,0.5495860220689792,0.031177306722383946
18,3,320,NS,NS,RB,NaN,NA,0.5152769053820521,0.031185352010652423
18,3,321,SR,SAS,RB,0.266,short,0.45750517857959494,0.015588470501825213
18,3,322,NS,NS,RBO,NaN,NA,0.3685305465187412,0.03116194758331403
18,3,323,NS,NS,RB,NaN,NA,0.9738572197966278,0
18,3,324,NS,NS,RB,NaN,NA,0.6119759250723291,0.1560543876257725
18,3,325,SB,SSS,RB,0.466,long,0.5931623924407177,0
18,3,326,NS,NS,RB,NaN,NA,0.6602971849788446,0.01565136999124661
18,3,327,IG,IG,RB,0.466,long,0.9223339365562424,0.0155657974537462
18,3,328,NS,NS,RB,NaN,NA,0.7475682280492038,0.015556655125692487
18,3,329,NS,NS,RB,NaN,NA,0.5807741167373024,0
18,3,330,SL,SAS,RR,0.266,short,0.811584192852024,NaN
18,3,331,SL,SAS,RR,0.166,short,0.6212089863256551,NaN
18,3,332,NS,NS,RB,NaN,NA,0.5635703724692576,0.015507651958614588
18,3,333,NS,NS,RB,NaN,NA,0.4122619715053588,0
18,3,334,SB,SSS,NR,0.166,short,NaN,NaN
18,3,335,SB,SSS,NR,0.066,short,NaN,NaN
18,3,336,IG,IG,RB,0.266,short,0.8240275055868551,0.03125483402982354
18,3,337,NS,NS,RB,NaN,NA,0.46208276273682714,0
18,3,338,NS,NS,RB,NaN,NA,0.5447323383414187,0.015532519202679396
18,3,339,IG,IG,RB,0.366,intermediate,0.5572518984263297,0.015637107950169593
18,3,340,NS,NS,RB,NaN,NA,0.3747076795552857,0
18,3,341,NS,NS,RB,NaN,NA,0.4496129371691495,0
18,3,342,IG,IG,RB,0.266,short,0.6102970204083249,0.04683818481862545
18,3,343,NS,NS,RB,NaN,NA,0.4979471792757977,0.015594687371049076
18,3,344,NS,NS,RB,NaN,NA,0.43239584506955,0.01556214049924165
18,3,345,NS,NS,RB,NaN,NA,0.39814816511352547,0.015604561136569828
18,3,346,NS,NS,RB,NaN,NA,0.5431539997807704,0
18,3,347,SR,SAS,RB,0.466,long,0.43856621271697804,0.015698910341598094
18,3,348,NS,NS,RB,NaN,NA,0.583760745881591,0
18,3,349,NS,NS,RB,NaN,NA,0.6195893242547754,0.01552081695990637
18,3,350,NS,NS,RB,NaN,NA,0.5306955106789246,0
18,3,351,NS,NS,RB,NaN,NA,0.7381349488568958,0.015589201881084591
18,3,352,IG,IG,RB,0.466,long,0.508766990096774,0
18,3,353,NS,NS,RB,NaN,NA,0.669485997146694,0.2651861148769967
18,3,354,NS,NS,RB,NaN,NA,0.5181249361776281,0.031199248449411243
18,3,355,NS,NS,RB,NaN,NA,0.4526258963160217,0
18,3,356,SR,SAS,RL,0.166,short,0.714629003952723,NaN
18,3,357,NS,NS,RB,NaN,NA,0.4932911535142921,0
18,3,358,SR,SAS,RL,0.266,short,0.6772601192351431,NaN
18,3,359,NS,NS,RB,NaN,NA,0.6118069740477949,0
18,3,360,SR,SAS,RB,0.366,intermediate,0.42149503278778866,0
18,3,361,NS,NS,RB,NaN,NA,0.5118326093070209,0
18,3,362,NS,NS,RB,NaN,NA,0.43845138454344124,0.01566160947550088
18,3,363,NS,NS,RB,NaN,NA,0.5134882922866382,0.015588470501825213
18,3,364,NS,NS,RB,NaN,NA,0.39327217399841174,0
18,3,365,SB,SSS,NR,0.066,short,NaN,NaN
18,3,366,SL,SAS,RB,0.266,short,0.42611631742329337,0.015618823177646846
18,3,367,NS,NS,RB,NaN,NA,0.4619021095568314,0
18,3,368,NS,NS,RB,NaN,NA,0.5992665693629533,0
18,3,369,SB,SSS,RB,0.466,long,0.42454419570276514,0
18,3,370,IG,IG,RB,0.166,short,0.6865633939160034,0
18,3,371,NS,NS,RB,NaN,NA,0.6054800890269689,0
18,3,372,SB,SSS,RB,0.366,intermediate,0.5711662183166482,0.031122086802497506
18,3,373,SB,SSS,RB,0.466,long,0.7863304098136723,0
18,3,374,NS,NS,RB,NaN,NA,0.7286587005655747,0.015591396077070385
18,3,375,SR,SAS,RL,0.166,short,0.7957280336995609,NaN
18,3,376,SR,SAS,RL,0.166,short,0.7769763034884818,NaN
18,3,377,NS,NS,RB,NaN,NA,0.6724660437612329,0.015607486653607339
18,3,378,SB,SSS,RB,0.466,long,0.536766775068827,0.031188643304631114
18,3,379,NS,NS,RB,NaN,NA,0.4946595833171159,0.015547147020697594
18,3,380,NS,NS,RB,NaN,NA,0.725467830983689,0.015585179266054183
18,3,381,IG,IG,RB,0.066,short,0.6209003399126232,0.031206196639686823
18,3,382,SL,SAS,RB,0.466,long,0.5710625438659918,0.03118974034441635
18,3,383,NS,NS,RB,NaN,NA,0.6693914650531951,0.07802024559350684
18,3,384,NS,NS,RB,NaN,NA,0.6350439504603855,0.015642959042452276
18,3,385,NS,NS,RB,NaN,NA,0.9672818451363128,0.062436894804704934
18,3,386,SL,SAS,RB,0.366,intermediate,0.5741100611630827,0
18,3,387,SB,SSS,NR,0.266,short,NaN,NaN
18,3,388,NS,NS,RB,NaN,NA,0.5211322270333767,0
18,3,389,NS,NS,RB,NaN,NA,0.5335398844908923,0
18,3,390,NS,NS,RB,NaN,NA,0.5850064850528724,0.01556872297078371
18,3,391,SB,SSS,NR,0.166,short,NaN,NaN
18,3,392,NS,NS,RB,NaN,NA,0.4696136977581773,0.015567991591524333
18,3,393,NS,NS,RB,NaN,NA,0.5366278110304847,0
18,3,394,NS,NS,RB,NaN,NA,0.8144285666639917,0
18,3,395,NS,NS,RB,NaN,NA,0.5460418912698515,0.03119010606314987
18,3,396,SB,SSS,RB,0.466,long,0.49612784781493247,0
18,3,397,NS,NS,RB,NaN,NA,0.5007641259580851,0.015602732659317553
18,3,398,NS,NS,RB,NaN,NA,0.5835522998240776,0
18,3,399,NS,NS,RB,NaN,NA,0.5803330888738856,0
18,4,400,IG,IG,RB,0.466,long,0.6665072305477224,0
18,4,401,NS,NS,RB,NaN,NA,0.5620604188588914,0.015536907536443323
18,4,402,NS,NS,RB,NaN,NA,0.5356049628462642,0
18,4,403,NS,NS,RB,NaN,NA,0.4310001709673088,0.015571282885503024
18,4,404,SR,SAS,RL,0.166,short,0.6853485559113324,NaN
18,4,405,NS,NS,RB,NaN,NA,0.46378324343822896,0
18,4,406,SL,SAS,RB,0.466,long,0.46065399335930124,0
18,4,407,NS,NS,RB,NaN,NA,0.5822635915246792,0.15596515801735222
18,4,408,IG,IG,RB,0.366,intermediate,0.6103588227997534,0
18,4,409,NS,NS,RB,NaN,NA,0.45125234680017456,0
18,4,410,NS,NS,RB,NaN,NA,0.6352842119522393,0
18,4,411,NS,NS,RB,NaN,NA,0.6010208071093075,0
18,4,412,NS,NS,RB,NaN,NA,0.49647562351310626,0.015522279776632786
18,4,413,NS,NS,RB,NaN,NA,0.4933597213239409,0.015552632394246757
18,4,414,NS,NS,RB,NaN,NA,0.5291797058889642,0
18,4,415,SB,SSS,NR,0.066,short,NaN,NaN
18,4,416,SB,SSS,NR,0.166,short,NaN,NaN
18,4,417,NS,NS,RB,NaN,NA,0.50423091230914,0.031218630261719227
18,4,418,SB,SSS,NR,0.166,short,NaN,NaN
18,4,419,SB,SSS,RB,0.366,intermediate,0.5603793199989013,0
18,4,420,NS,NS,RB,NaN,NA,0.5182459811039735,0.015660878096241504
18,4,421,NS,NS,RB,NaN,NA,0.5542195574962534,0
18,4,422,NS,NS,RB,NaN,NA,0.4964077871409245,0.015597247169353068
18,4,423,SL,SAS,RR,0.166,short,0.7350720724207349,NaN
18,4,424,SL,SAS,RR,0.066,short,0.6539547579013743,NaN
18,4,425,SR,SAS,RL,0.066,short,0.6820368241751567,NaN
18,4,426,SL,SAS,RB,0.466,long,0.491715740528889,0
18,4,427,SB,SSS,RB,0.366,intermediate,0.49637999435071833,0.015657221141736954
18,4,428,IG,IG,RB,0.066,short,0.59462041745428,0
18,4,429,NS,NS,RB,NaN,NA,0.4978937878040597,0
18,4,430,SR,SAS,RB,0.366,intermediate,0.5182472610322293,0.015528862306382507
18,4,431,SL,SAS,RB,0.366,intermediate,0.5385301552014425,0
18,4,432,NS,NS,RB,NaN,NA,0.7070335237658583,0
18,4,433,NS,NS,RB,NaN,NA,0.656963694433216,0
18,4,434,NS,NS,RB,NaN,NA,0.7085277526057325,0.015552266733720899
18,4,435,NS,NS,RB,NaN,NA,0.533768443739973,0.015562506159767509
18,4,436,SL,SAS,RR,0.166,short,0.7101254730368964,NaN
18,4,437,SR,SAS,RLO,0.066,short,0.5822460381314158,NaN
18,4,438,SL,SAS,RR,0.166,short,0.6725400969735347,NaN
18,4,439,NS,NS,RB,NaN,NA,0.6304669149103574,0.01558298512827605
18,4,440,NS,NS,RB,NaN,NA,0.5337059099110775,0.015569820068776608
18,4,441,NS,NS,RB,NaN,NA,0.5774259983736556,0.01553434767993167
18,4,442,NS,NS,RB,NaN,NA,0.4962693716515787,0.015591030358336866
18,4,443,NS,NS,RB,NaN,NA,0.5243664314621128,0.015607852372340858
18,4,444,SB,SSS,NR,0.066,short,NaN,NaN
18,4,445,SB,SSS,NR,0.066,short,NaN,NaN
18,4,446,SR,SAS,RL,0.166,short,0.7255921671167016,NaN
18,4,447,NS,NS,RB,NaN,NA,0.5353076529572718,0
18,4,448,NS,NS,RB,NaN,NA,0.5009806172456592,0
18,4,449,SR,SAS,RL,0.066,short,0.6382137926993892,NaN
18,4,450,SL,SAS,RR,0.066,short,0.5415771239204332,NaN
18,4,451,NS,NS,RLO,NaN,NA,0.5539858785341494,NaN
18,4,452,SR,SAS,RB,0.466,long,0.46505384985357523,0.015674043097533286
18,4,453,SB,SSS,RB,0.366,intermediate,0.5087757667643018,0.015545684262178838
18,4,454,SB,SSS,NR,0.066,short,NaN,NaN
18,4,455,NS,NS,RB,NaN,NA,0.49463252193527296,0
18,4,456,SL,SAS,RB,0.366,intermediate,0.4212628165842034,0.015580059494823217
18,4,457,NS,NS,RB,NaN,NA,0.43384308204986155,0.015620285994373262
18,4,458,NS,NS,RB,NaN,NA,0.5788959084893577,0
18,4,459,NS,NS,RB,NaN,NA,0.5133244610624388,0.03112757229246199
18,4,460,NS,NS,RB,NaN,NA,0.5804497455246747,0.015670751803554595
18,4,461,NS,NS,RB,NaN,NA,0.6163971747155301,0
18,4,462,SB,SSS,RB,0.466,long,0.49618434766307473,0.015584082226268947
18,4,463,NS,NS,RB,NaN,NA,0.5710014728829265,0.01562796556390822
18,4,464,NS,NS,RB,NaN,NA,0.5757213122560643,0
18,4,465,SB,SSS,NR,0.266,short,NaN,NaN
18,4,466,NS,NS,RB,NaN,NA,0.42129353497875854,0.015588104841299355
18,4,467,NS,NS,RB,NaN,NA,0.44165176223032176,0
18,4,468,SR,SAS,RB,0.466,long,0.4540729504660703,0
18,4,469,NS,NS,RB,NaN,NA,0.4977306879591197,0
18,4,470,NS,NS,RB,NaN,NA,0.4868101282045245,0.015526302391663194
18,4,471,SR,SAS,RB,0.366,intermediate,0.5616828389756847,0.015587739122565836
18,4,472,NS,NS,RB,NaN,NA,0.5976004640106112,0
18,4,473,NS,NS,RB,NaN,NA,0.6723916248884052,0
18,4,474,IG,IG,RB,0.066,short,0.7394507186254486,0.015556289348751307
18,4,475,IG,IG,RB,0.366,intermediate,0.7832167017622851,0.015608218032866716
18,4,476,NS,NS,RB,NaN,NA,0.5928703851823229,0.04682172852335498
18,4,477,NS,NS,RB,NaN,NA,0.542889785283478,0.01566892332630232
18,4,478,NS,NS,RB,NaN,NA,0.6646142115932889,0.015505092102102935
18,4,479,NS,NS,RB,NaN,NA,0.5990637916256674,0.01554824411869049
18,4,480,NS,NS,RB,NaN,NA,0.4243373952631373,0.015584082168061286
18,4,481,IG,IG,RB,0.266,short,0.779978291830048,0.015636376570910215
18,4,482,SL,SAS,RB,0.366,intermediate,0.6130828830646351,0
18,4,483,NS,NS,RB,NaN,NA,0.5163467453676276,0
18,4,484,NS,NS,RB,NaN,NA,0.5366528611630201,0.015545318485237658
18,4,485,NS,NS,RB,NaN,NA,0.4322241513291374,0
18,4,486,NS,NS,RB,NaN,NA,0.5927621395385358,0.01558627636404708
18,4,487,NS,NS,RB,NaN,NA,0.6052619521215092,0.015657221141736954
18,4,488,SB,SSS,NR,0.166,short,NaN,NaN
18,4,489,NS,NS,RB,NaN,NA,0.567793781257933,0.015618823177646846
18,4,490,IG,IG,RB,0.166,short,0.6738185658759903,0.015475470863748342
18,4,491,SL,SAS,RBO,0.466,long,0.46790919452905655,0.01562065165489912
18,4,492,NS,NS,RB,NaN,NA,0.4882866208208725,0
18,4,493,SB,SSS,RB,0.466,long,0.6021116745832842,0.015581522311549634
18,4,494,NS,NS,RB,NaN,NA,0.4965110959019512,0
18,4,495,NS,NS,RB,NaN,NA,0.572405923565384,0
18,4,496,SR,SAS,RB,0.266,short,0.44456598375109024,0.031215704686474055
18,4,497,SR,SAS,RB,0.366,intermediate,0.5350555063923821,0.03125995374284685
18,4,498,NS,NS,RB,NaN,NA,0.6411616581026465,0
18,4,499,NS,NS,RB,NaN,NA,0.731501063099131,0.031130132148973644
18,5,500,SB,SSS,RB,0.366,intermediate,0.7486837798787747,0.015566528833005577
18,5,501,NS,NS,RB,NaN,NA,0.6051816820981912,0.015630525420419872
18,5,502,SL,SAS,RB,0.466,long,0.5654875272593927,0.015566528833005577
18,5,503,NS,NS,RB,NaN,NA,0.600261259067338,0
18,5,504,SB,SSS,NR,0.366,intermediate,NaN,NaN
18,5,505,SL,SAS,RB,0.466,long,0.5415471369924489,0.01558298507006839
18,5,506,NS,NS,RB,NaN,NA,0.5551465937169269,0.015599075704813004
18,5,507,SB,SSS,NR,0.066,short,NaN,NaN
18,5,508,NS,NS,RB,NaN,NA,0.463024426746415,0.031225212791468948
18,5,509,NS,NS,RB,NaN,NA,0.6013872332987376,0
18,5,510,SL,SAS,RR,0.166,short,0.7241143946303055,NaN
18,5,511,NS,NS,RB,NaN,NA,0.5660463088715915,0.031221921497490257
18,5,512,NS,NS,RB,NaN,NA,0.7345805786317214,0.03120765939820558
18,5,513,SL,SAS,RB,0.266,short,0.48191914363997057,0
18,5,514,NS,NS,RB,NaN,NA,0.4631099993130192,0
18,5,515,NS,NS,RB,NaN,NA,0.5692752107861452,0
18,5,516,NS,NS,RB,NaN,NA,0.5894613786076661,0.015518257103394717
18,5,517,NS,NS,RB,NaN,NA,0.47714938686112873,0.015587373462039977
18,5,518,SR,SAS,RB,0.466,long,0.4740481124899816,0.015612606366630644
18,5,519,IG,IG,RB,0.266,short,0.7282641159254126,0.34321074874605983
18,5,520,IG,IG,RB,0.366,intermediate,0.5692293160536792,0.031166335858870298
18,5,521,NS,NS,RB,NaN,NA,0.5660384464426897,0
18,5,522,NS,NS,RB,NaN,NA,0.4303141275886446,0.01566563209053129
18,5,523,NS,NS,RB,NaN,NA,0.6210948895895854,0
18,5,524,NS,NS,RB,NaN,NA,0.5566726379329339,0
18,5,525,NS,NS,RB,NaN,NA,0.4599536879104562,0
18,5,526,NS,NS,RB,NaN,NA,0.47240340028656647,0
18,5,527,IG,IG,RB,0.166,short,0.5317545626894571,0
18,5,528,SB,SSS,NR,0.066,short,NaN,NaN
18,5,529,IG,IG,RB,0.466,long,0.49427596951136366,0
18,5,530,SB,SSS,RB,0.266,short,0.6315252354834229,0
18,5,531,NS,NS,RB,NaN,NA,0.5426156970497686,0.015615166223142296
18,5,532,SL,SAS,RB,0.366,intermediate,0.5940327459829859,0
18,5,533,NS,NS,RB,NaN,NA,0.5909407967701554,0
18,5,534,NS,NS,RB,NaN,NA,0.6578934732824564,0.01564186194445938
18,5,535,NS,NS,RB,NaN,NA,0.5379797845962457,0
18,5,536,NS,NS,RB,NaN,NA,0.5426072860427666,0.015537638973910362
18,5,537,SR,SAS,RB,0.466,long,0.4614638243801892,0.015544587164185941
18,5,538,NS,NS,RB,NaN,NA,0.5810059672221541,0.015689036576077342
18,5,539,NS,NS,RB,NaN,NA,0.6569604031101335,0.015584447828587145
18,5,540,IG,IG,RBO,0.066,short,0.6938959395629354,0
18,5,541,SR,SAS,RL,0.266,short,0.9247367339557968,NaN
18,5,542,NS,NS,RB,NaN,NA,0.6642057305434719,0.015567260212264955
18,5,543,NS,NS,RB,NaN,NA,0.6688732755719684,0
18,5,544,NS,NS,RB,NaN,NA,0.6034175705863163,0
18,5,545,SB,SSS,NR,0.366,intermediate,NaN,NaN
18,5,546,SB,SSS,NR,0.166,short,NaN,NaN
18,5,547,SR,SAS,RB,0.466,long,0.5627972937654704,0.031213510548695922
18,5,548,NS,NS,RB,NaN,NA,0.6767181596078444,0.015547878399956971
18,5,549,SR,SAS,RL,0.166,short,0.7905011585098691,NaN
18,5,550,NS,NS,RB,NaN,NA,0.5534607408917509,0
18,5,551,SL,SAS,RR,0.066,short,0.5815106259542517,NaN
18,5,552,NS,NS,RB,NaN,NA,0.6240983406314626,0
18,5,553,IG,IG,RB,0.066,short,0.6443528934323695,0.015617726079653949
18,5,554,NS,NS,RB,NaN,NA,0.5632311906083487,0.015588470501825213
18,5,555,SR,SAS,RB,0.466,long,0.6147296066046692,0
18,5,556,IG,IG,RB,0.266,short,0.9080034560174681,0.3743584342300892
18,5,557,NS,NS,RB,NaN,NA,0.5226255415473133,0.015560677740722895
18,5,558,NS,NS,RB,NaN,NA,0.5897775217308663,0
18,5,559,SR,SAS,RL,0.366,intermediate,0.6801856773090549,NaN
18,5,560,NS,NS,RB,NaN,NA,0.5054819540237077,0
18,5,561,SR,SAS,RL,0.166,short,0.5803363801096566,NaN
18,5,562,NS,NS,RB,NaN,NA,0.46800884639378637,0
18,5,563,NS,NS,RB,NaN,NA,0.5117155869374983,0
18,5,564,NS,NS,RB,NaN,NA,0.6489897201536223,0
18,5,565,NS,NS,RB,NaN,NA,0.52105579682393,0
18,5,566,NS,NS,RB,NaN,NA,0.43213400756940246,0.015581156592816114
18,5,567,NS,NS,RB,NaN,NA,0.5215220576210413,0.01555519230896607
18,5,568,NS,NS,RB,NaN,NA,0.5428093324590009,0.031159753387328237
18,5,569,NS,NS,RB,NaN,NA,0.48510617343708873,0.015594687312841415
18,5,570,NS,NS,RB,NaN,NA,0.4820789522200357,0.015585179266054183
18,5,571,SB,SSS,NR,0.166,short,NaN,NaN
18,5,572,SB,SSS,NR,0.266,short,NaN,NaN
18,5,573,NS,NS,RB,NaN,NA,0.5584663706831634,0
18,5,574,NS,NS,RB,NaN,NA,0.3994242569315247,0
18,5,575,NS,NS,RB,NaN,NA,0.4274679252994247,0
18,5,576,IG,IG,RB,0.266,short,0.39309773762943223,0
18,5,577,NS,NS,RB,NaN,NA,0.3664928952930495,0.015569454408250749
18,5,578,IG,IG,RB,0.366,intermediate,0.4336004435317591,0.03118608344811946
18,5,579,NS,NS,RB,NaN,NA,0.3759237974300049,0.015666729188524187
18,5,580,NS,NS,RB,NaN,NA,0.4351612288155593,0.015554826590232551
18,5,581,SL,SAS,RB,0.266,short,0.3930103365564719,0
18,5,582,NS,NS,RB,NaN,NA,0.5614943233085796,0
18,5,583,NS,NS,RB,NaN,NA,0.5428270685952157,0
18,5,584,NS,NS,RB,NaN,NA,0.6020820533158258,0
18,5,585,NS,NS,RB,NaN,NA,0.3571777355100494,0.015585179266054183
18,5,586,NS,NS,RB,NaN,NA,0.4398397447075695,0
18,5,587,SR,SAS,RL,0.066,short,0.5615206533693708,NaN
18,5,588,NS,NS,RB,NaN,NA,0.4179774149088189,0.03118279215414077
18,5,589,NS,NS,RB,NaN,NA,0.47727408877108246,0
18,5,590,NS,NS,RB,NaN,NA,0.4662169420043938,0.015619554556906223
18,5,591,SL,SAS,RB,0.266,short,0.47883853092207573,0.015547878399956971
18,5,592,NS,NS,RB,NaN,NA,0.4913207901699934,0.01562833128264174
18,5,593,NS,NS,RB,NaN,NA,0.5115100665134378,0.031198882730677724
18,5,594,SR,SAS,RB,0.466,long,0.47719875565962866,0
18,5,595,NS,NS,RB,NaN,NA,0.45857648144010454,0
18,5,596,NS,NS,RB,NaN,NA,0.6113429074175656,0.03119741997215897
18,5,597,SL,SAS,RR,0.066,short,0.6238631989108399,NaN
18,5,598,SB,SSS,NR,0.066,short,NaN,NaN
18,5,599,NS,NS,RB,NaN,NA,0.49276455311337486,0
18,6,600,NS,NS,RB,NaN,NA,0.6272393165854737,0.015594321652315557
18,6,601,SR,SAS,RB,0.166,short,0.44364591941121034,0.031180963676888496
18,6,602,NS,NS,RB,NaN,NA,0.4015498813823797,0.01552813092712313
18,6,603,SR,SAS,RLO,0.166,short,0.7036678757285699,NaN
18,6,604,NS,NS,RB,NaN,NA,0.6146760559640825,0.046792107285000384
18,6,605,SB,SSS,NR,0.066,short,NaN,NaN
18,6,606,NS,NS,RB,NaN,NA,0.5617033415182959,0.015567625930998474
18,6,607,NS,NS,RB,NaN,NA,0.41919392213458195,0.015612240647897124
18,6,608,SB,SSS,RB,0.266,short,0.612163367215544,0
18,6,609,SB,SSS,NR,0.066,short,NaN,NaN
18,6,610,IG,IG,RB,0.166,short,0.738486770860618,0.015588836220558733
18,6,611,SL,SAS,RR,0.166,short,0.6339876648271456,NaN
18,6,612,NS,NS,RB,NaN,NA,0.4358617407269776,0.015666729188524187
18,6,613,IG,IG,RB,0.366,intermediate,0.4093205293174833,0
18,6,614,NS,NS,RB,NaN,NA,0.42179638892412186,0.03118608344811946
18,6,615,SB,SSS,RB,0.466,long,0.46332633146084845,0
18,6,616,NS,NS,RB,NaN,NA,0.4124080901965499,0
18,6,617,NS,NS,RB,NaN,NA,0.4103079051710665,0
18,6,618,NS,NS,RB,NaN,NA,0.43943805270828307,0
18,6,619,SR,SAS,RL,0.166,short,0.6089617096586153,NaN
18,6,620,IG,IG,RB,0.466,long,0.46542139671510085,0
18,6,621,NS,NS,RB,NaN,NA,0.5559566312294919,0.031123183958698064
18,6,622,NS,NS,RB,NaN,NA,0.3812242009444162,0
18,6,623,SB,SSS,NR,0.166,short,NaN,NaN
18,6,624,SB,SSS,NR,0.166,short,NaN,NaN
18,6,625,NS,NS,RBO,NaN,NA,0.41085553308948874,0.015623577171936631
18,6,626,NS,NS,RB,NaN,NA,0.43785276587004773,0.015549341158475727
18,6,627,NS,NS,RB,NaN,NA,0.45135074231075123,0.015637473668903112
18,6,628,IG,IG,RB,0.466,long,0.4170509508694522,0.015591761795803905
18,6,629,NS,NS,RB,NaN,NA,0.5309231793216895,0.03118937468389049
18,6,630,SR,SAS,RL,0.066,short,0.7305811815313064,NaN
18,6,631,IG,IG,RB,0.066,short,0.5001863518846221,0.015597978606820107
18,6,632,NS,NS,RB,NaN,NA,0.5527273636544123,0
18,6,633,NS,NS,RB,NaN,NA,0.49504760911804624,0.015646981715690345
18,6,634,SB,SSS,NR,0.266,short,NaN,NaN
18,6,635,IG,IG,RB,0.266,short,0.5745714087388478,0
18,6,636,NS,NS,RB,NaN,NA,0.49342264444567263,0
18,6,637,NS,NS,RB,NaN,NA,0.5292676791432314,0.01558956759981811
18,6,638,SR,SAS,RB,0.266,short,0.5495990278432146,0.0935641013784334
18,6,639,NS,NS,RB,NaN,NA,0.5465098213753663,0
18,6,640,NS,NS,RB,NaN,NA,0.44193629643996246,0.015611143608111888
18,6,641,IG,IG,RB,0.266,short,0.4543956996931229,0.015540564490947872
18,6,642,IG,IG,RB,0.266,short,0.4747568525490351,0
18,6,643,NS,NS,RB,NaN,NA,0.5729261480155401,0.015618091798387468
18,6,644,SB,SSS,NR,0.066,short,NaN,NaN
18,6,645,SR,SAS,RB,0.366,intermediate,0.47306715993909165,0.015589201939292252
18,6,646,SB,SSS,NR,0.166,short,NaN,NaN
18,6,647,NS,NS,RB,NaN,NA,0.4668282244820148,0.01552739948965609
18,6,648,NS,NS,RB,NaN,NA,0.5261715244560037,0.015535810438450426
18,6,649,SL,SAS,RB,0.266,short,0.4761188827105798,0.015602366882376373
18,6,650,IG,IG,RB,0.266,short,0.8218878491315991,0
18,6,651,NS,NS,RB,NaN,NA,0.6393995815597009,0.015597612888086587
18,6,652,SB,SSS,NR,0.066,short,NaN,NaN
18,6,653,NS,NS,RB,NaN,NA,0.6040992492926307,0.0155584835447371
18,6,654,NS,NS,RB,NaN,NA,0.4059696682379581,0
18,6,655,NS,NS,RB,NaN,NA,0.6602564336499199,0.0157040300546214
18,6,656,IG,IG,RB,0.466,long,0.6103317850502208,0.015592858893796802
18,6,657,SB,SSS,NR,0.166,short,NaN,NaN
18,6,658,NS,NS,RB,NaN,NA,0.48704309939057566,0.031198151351418346
18,6,659,NS,NS,RB,NaN,NA,0.7257827177527361,0.01563454803545028
18,6,660,SL,SAS,RR,0.466,long,0.9176453876425512,NaN
18,6,661,SL,SAS,RR,0.166,short,0.649291624838952,NaN
18,6,662,NS,NS,RB,NaN,NA,0.5369732333929278,0
18,6,663,NS,NS,RB,NaN,NA,0.5650489000254311,0.0311378117185086
18,6,664,NS,NS,RB,NaN,NA,0.632121524453396,0.015556655067484826
18,6,665,SL,SAS,RR,0.066,short,0.5744408557075076,NaN
18,6,666,NS,NS,RB,NaN,NA,0.5156325671705417,0.0155657974537462
18,6,667,NS,NS,RB,NaN,NA,0.5681785157648847,0.031278238515369594
18,6,668,SR,SAS,RB,0.366,intermediate,0.6429811959969811,0
18,6,669,NS,NS,RB,NaN,NA,0.522939148475416,0.015594321652315557
18,6,670,NS,NS,RB,NaN,NA,0.5275807292200625,0
18,6,671,SB,SSS,NR,0.266,short,NaN,NaN
18,6,672,NS,NS,RB,NaN,NA,0.5368847352801822,0
18,6,673,NS,NS,RB,NaN,NA,0.6898727723164484,0
18,6,674,NS,NS,RB,NaN,NA,0.7256278460554313,0.046839647635351866
18,6,675,NS,NS,RB,NaN,NA,0.6055164993158542,0
18,6,676,NS,NS,RB,NaN,NA,0.5945778376772068,0.0155866420827806
18,6,677,SL,SAS,RB,0.366,intermediate,0.5369341040495783,0.031247154460288584
18,6,678,SL,SAS,RR,0.166,short,0.6429885099641979,NaN
18,6,679,NS,NS,RB,NaN,NA,0.5462388415471651,0
18,6,680,NS,NS,RB,NaN,NA,0.6133359675004613,0.015536541875917464
18,6,681,NS,NS,RB,NaN,NA,0.5789725451613776,0.015585910645313561
18,6,682,NS,NS,RB,NaN,NA,0.4355271300591994,0.04677565098972991
